CSD Code / Code de la SDR 1991,CSD Name / Nom de la SDR 1991,2A Population / Population 2A 1991,Income / Revenu 1991,Education / Scolarité 1991,Housing / Logement 1991,Labour Force Activity / Activité sur le marché du travail 1991,CWB / IBC 1991,Community Type / Type de collectivité 1991
1218001,"Victoria, Subd. B","4,522",75,37,91,82,71,Non-Aboriginal Communities
1218003,Wagmatcook 1,373,36,23,67,50,44,First Nations Communities
1218006,"Victoria, Subd. A","3,813",69,26,89,77,65,Non-Aboriginal Communities
1301001,Saint Martins,"1,199",70,45,86,75,69,Non-Aboriginal Communities
1301002,St. Martins,411,76,42,98,71,72,Non-Aboriginal Communities
1301004,Simonds,"3,615",72,37,93,83,71,Non-Aboriginal Communities
1301006,Saint John,"74,969",78,42,95,82,74,Non-Aboriginal Communities
1301016,Musquash,"1,268",74,40,96,80,72,Non-Aboriginal Communities
1302001,Grand Manan,791,70,29,86,79,66,Non-Aboriginal Communities
1302002,Seal Cove,549,70,37,91,77,69,Non-Aboriginal Communities
1302003,North Head,711,70,35,86,82,68,Non-Aboriginal Communities
1302004,Campobello,"1,317",74,34,91,78,69,Non-Aboriginal Communities
1302006,West Isles,826,74,38,84,80,69,Non-Aboriginal Communities
1302008,Lepreau,900,70,35,93,80,69,Non-Aboriginal Communities
1302011,Pennfield,"2,211",77,37,92,80,71,Non-Aboriginal Communities
1302012,Blacks Harbour,"1,139",75,30,93,83,71,Non-Aboriginal Communities
1302014,Clarendon,53, , , , ,,Non-Aboriginal Communities
1302016,Saint George,"2,207",71,34,88,75,67,Non-Aboriginal Communities
1302018,St. George,"1,345",79,48,93,84,76,Non-Aboriginal Communities
1302021,Saint Patrick,656,69,38,84,77,67,Non-Aboriginal Communities
1302024,Saint Andrews,457,78,47,94,82,75,Non-Aboriginal Communities
1302026,Saint Andrews,"1,652",83,58,93,87,80,Non-Aboriginal Communities
1302028,Saint Croix,588,67,34,85,83,67,Non-Aboriginal Communities
1302031,Dufferin,861,75,46,88,86,74,Non-Aboriginal Communities
1302034,Saint Stephen,"1,437",71,36,89,83,70,Non-Aboriginal Communities
1302037,St. Stephen,"4,931",76,45,93,84,74,Non-Aboriginal Communities
1302039,Saint James,"1,367",67,27,92,72,64,Non-Aboriginal Communities
1302042,Saint David,"1,585",73,37,91,80,70,Non-Aboriginal Communities
1302044,Dumbarton,426,67,26,91,79,66,Non-Aboriginal Communities
1302048,Grand Harbour,598,72,33,87,82,69,Non-Aboriginal Communities
1303001,Blissville,943,71,29,89,78,67,Non-Aboriginal Communities
1303004,Gladstone,463,73,35,91,93,73,Non-Aboriginal Communities
1303005,Tracy,576,69,26,95,71,65,Non-Aboriginal Communities
1303006,Fredericton Junction,714,75,37,93,83,72,Non-Aboriginal Communities
1303008,Lincoln,"4,508",75,44,93,87,75,Non-Aboriginal Communities
1303011,Burton,"3,833",74,34,90,81,70,Non-Aboriginal Communities
1303012,Oromocto,"9,325",78,48,96,87,77,Non-Aboriginal Communities
1303013,Oromocto 26,194, , , , ,57,First Nations Communities
1303014,Sheffield,758,70,34,91,81,69,Non-Aboriginal Communities
1303016,Maugerville,"1,467",73,41,95,85,74,Non-Aboriginal Communities
1303018,Northfield,794,70,27,91,70,65,Non-Aboriginal Communities
1304001,Petersville,857,70,40,93,82,71,Non-Aboriginal Communities
1304004,Gagetown,322,72,39,87,85,71,Non-Aboriginal Communities
1304005,Gagetown,607,71,38,93,77,70,Non-Aboriginal Communities
1304006,Hampstead,339,72,33,86,74,66,Non-Aboriginal Communities
1304008,Wickham,464,67,27,95,69,64,Non-Aboriginal Communities
1304011,Cambridge,721,70,31,92,79,68,Non-Aboriginal Communities
1304013,Cambridge-Narrows,534,78,41,93,85,74,Non-Aboriginal Communities
1304014,Johnston,716,68,39,93,76,69,Non-Aboriginal Communities
1304016,Brunswick,272,67,24,91,80,65,Non-Aboriginal Communities
1304018,Waterborough,895,71,35,91,76,68,Non-Aboriginal Communities
1304021,Canning,955,69,34,93,74,67,Non-Aboriginal Communities
1304022,Minto,"3,096",70,27,86,75,64,Non-Aboriginal Communities
1304024,Chipman,"1,126",75,32,93,73,68,Non-Aboriginal Communities
1304025,Chipman,"1,615",74,33,92,73,68,Non-Aboriginal Communities
1305001,Hammond,301,60,15,96,79,62,Non-Aboriginal Communities
1305004,Upham,"1,273",72,29,93,76,67,Non-Aboriginal Communities
1305006,Hampton,"2,548",75,47,93,79,73,Non-Aboriginal Communities
1305007,Hampton,"3,590",78,53,96,85,78,Non-Aboriginal Communities
1305008,Rothesay,"2,455",76,45,96,86,76,Non-Aboriginal Communities
1305009,Rothesay,"1,647",99,69,97,86,88,Non-Aboriginal Communities
1305010,Renforth,"1,474",100,69,96,87,88,Non-Aboriginal Communities
1305011,Westfield,"2,149",68,36,90,81,69,Non-Aboriginal Communities
1305012,Grand Bay,"3,613",78,44,93,81,74,Non-Aboriginal Communities
1305013,Westfield,"1,203",85,50,97,87,80,Non-Aboriginal Communities
1305014,Kingston,"2,739",76,39,93,84,73,Non-Aboriginal Communities
1305016,Norton,"1,174",69,36,91,81,69,Non-Aboriginal Communities
1305018,Norton,"1,476",75,36,91,81,71,Non-Aboriginal Communities
1305021,Sussex,"2,527",74,36,94,86,73,Non-Aboriginal Communities
1305022,Sussex,"4,132",78,40,95,83,74,Non-Aboriginal Communities
1305023,Sussex Corner,"1,346",76,42,97,89,76,Non-Aboriginal Communities
1305024,Waterford,528,73,43,89,87,73,Non-Aboriginal Communities
1305026,Cardwell,"1,337",69,35,91,82,69,Non-Aboriginal Communities
1305028,Havelock,"1,260",63,27,91,74,64,Non-Aboriginal Communities
1305031,Studholm,"3,526",68,33,90,81,68,Non-Aboriginal Communities
1305034,Springfield,"1,546",71,33,95,80,70,Non-Aboriginal Communities
1305036,Kars,350,66,38,95,84,71,Non-Aboriginal Communities
1305038,Greenwich,"1,174",70,41,90,79,70,Non-Aboriginal Communities
1305051,East Riverside-Kinghurst,"1,049",100,72,94,85,88,Non-Aboriginal Communities
1305053,Fairvale,"5,041",83,57,96,89,81,Non-Aboriginal Communities
1305056,Quispamsis,"8,446",80,54,97,87,79,Non-Aboriginal Communities
1305058,Gondola Point,"4,218",83,64,98,87,83,Non-Aboriginal Communities
1306001,Hopewell,757,71,43,87,80,70,Non-Aboriginal Communities
1306003,Riverside-Albert,485,73,31,91,69,66,Non-Aboriginal Communities
1306004,Harvey,473,70,30,87,77,66,Non-Aboriginal Communities
1306006,Alma,308,73,51,99,82,76,Non-Aboriginal Communities
1306007,Alma,14, , , , ,,Non-Aboriginal Communities
1306008,Elgin,933,69,32,94,82,69,Non-Aboriginal Communities
1306011,Hillsborough,"1,477",71,42,87,79,70,Non-Aboriginal Communities
1306014,Coverdale,"3,684",74,37,92,82,71,Non-Aboriginal Communities
1306020,Riverview,"16,270",83,53,97,87,80,Non-Aboriginal Communities
1306025,Hillsborough,"1,239",73,42,92,84,73,Non-Aboriginal Communities
1307001,Westmorland,"1,082",68,32,96,81,69,Non-Aboriginal Communities
1307002,Port Elgin,490,66,23,96,76,65,Non-Aboriginal Communities
1307004,Botsford,"3,051",70,26,91,80,67,Non-Aboriginal Communities
1307007,Cap-Pele,"2,181",70,30,92,83,69,Non-Aboriginal Communities
1307008,Sackville,"1,237",70,34,88,78,67,Non-Aboriginal Communities
1307009,Sackville,"5,494",80,51,93,86,77,Non-Aboriginal Communities
1307011,Dorchester,"4,830",73,35,92,81,70,Non-Aboriginal Communities
1307012,Dorchester,848,68,41,79,77,66,Non-Aboriginal Communities
1307013,Saint-Joseph,584,76,35,87,72,67,Non-Aboriginal Communities
1307014,Fort Folly 1,25, , , , ,,First Nations Communities
1307016,Shediac,"8,249",74,33,93,82,71,Non-Aboriginal Communities
1307019,Moncton,"8,268",75,41,92,85,73,Non-Aboriginal Communities
1307022,Moncton,"57,010",81,46,96,83,77,Non-Aboriginal Communities
1307024,Salisbury,"3,443",65,31,91,80,67,Non-Aboriginal Communities
1307028,Salisbury,"1,805",74,46,93,81,73,Non-Aboriginal Communities
1307029,Petitcodiac,"1,342",72,34,93,76,69,Non-Aboriginal Communities
1307045,Dieppe,"10,463",78,44,96,86,76,Non-Aboriginal Communities
1307052,Shediac,"4,343",77,37,95,81,73,Non-Aboriginal Communities
1308001,Dundas,"5,951",71,32,94,78,69,Non-Aboriginal Communities
1308003,Buctouche 16,40, , , , ,,First Nations Communities
1308004,Wellington,"3,657",71,26,95,78,67,Non-Aboriginal Communities
1308005,Bouctouche,"2,364",68,27,93,76,66,Non-Aboriginal Communities
1308006,Saint Mary,"2,154",68,24,92,73,64,Non-Aboriginal Communities
1308007,Saint-Antoine,"1,380",68,32,95,80,69,Non-Aboriginal Communities
1308008,Saint-Paul,"1,013",68,24,86,77,64,Non-Aboriginal Communities
1308011,Harcourt (includes Huskisson),464,60,17,89,58,56,Non-Aboriginal Communities
1308014,Weldford,"1,560",65,26,91,72,63,Non-Aboriginal Communities
1308015,Richibucto 15,"1,282",45,35,71,60,53,First Nations Communities
1308016,Richibucto,"1,990",70,19,91,79,65,Non-Aboriginal Communities
1308017,Rexton,940,72,37,89,81,70,Non-Aboriginal Communities
1308018,Richibucto,"1,469",70,25,90,78,66,Non-Aboriginal Communities
1308019,Saint-Charles,"2,102",66,28,91,71,64,Non-Aboriginal Communities
1308020,Indian Island 28,53, , , , ,,First Nations Communities
1308021,Saint-Louis,"2,051",64,24,92,69,62,Non-Aboriginal Communities
1308022,Saint-Louis de Kent,"1,009",69,29,91,73,66,Non-Aboriginal Communities
1308024,Acadieville,"1,029",62,21,85,71,60,Non-Aboriginal Communities
1308026,Carleton,"1,186",71,27,89,80,67,Non-Aboriginal Communities
1309001,Hardwicke,"2,698",69,25,90,72,64,Non-Aboriginal Communities
1309004,Glenelg,"1,570",74,31,92,75,68,Non-Aboriginal Communities
1309006,Chatham,"3,502",73,41,91,81,71,Non-Aboriginal Communities
1309007,Loggieville,762,69,35,93,70,67,Non-Aboriginal Communities
1309008,Chatham,"6,544",74,44,93,81,73,Non-Aboriginal Communities
1309011,Derby,"1,221",74,38,94,78,71,Non-Aboriginal Communities
1309014,Nelson,994,70,36,94,74,68,Non-Aboriginal Communities
1309015,Nelson-Miramichi,"1,387",73,46,95,75,72,Non-Aboriginal Communities
1309016,Rogersville,"1,466",62,28,92,63,61,Non-Aboriginal Communities
1309017,Rogersville,"1,385",67,23,90,71,63,Non-Aboriginal Communities
1309018,Blackville,"2,471",66,28,90,62,62,Non-Aboriginal Communities
1309019,Blackville,938,75,37,93,75,70,Non-Aboriginal Communities
1309021,Blissfield,550,67,21,89,58,59,Non-Aboriginal Communities
1309022,Doaktown,"1,090",70,31,91,73,66,Non-Aboriginal Communities
1309023,Red Bank 4,255,54,35,73,61,56,First Nations Communities
1309024,Ludlow,"1,824",69,32,92,73,67,Non-Aboriginal Communities
1309025,Red Bank 7,0, , , , ,,First Nations Communities
1309026,Southesk,"2,098",71,41,95,74,70,Non-Aboriginal Communities
1309028,Northesk,"2,856",74,32,93,72,68,Non-Aboriginal Communities
1309031,Newcastle,"3,372",73,43,91,80,72,Non-Aboriginal Communities
1309032,Newcastle,"5,711",79,45,95,82,75,Non-Aboriginal Communities
1309033,Douglastown,"1,556",81,54,95,83,78,Non-Aboriginal Communities
1309034,Big Hole Tract 8, , , , , ,,First Nations Communities
1309035,Eel Ground 2, , , , , ,,First Nations Communities
1309036,Alnwick,"6,988",60,20,88,61,57,Non-Aboriginal Communities
1309038,Neguac,"1,745",68,33,96,75,68,Non-Aboriginal Communities
1309044,Burnt Church 14, , , , , ,,First Nations Communities
1309047,Tabusintac 9,0, , , , ,,First Nations Communities
1310001,New Maryland,"5,751",85,64,98,90,84,Non-Aboriginal Communities
1310004,Manners Sutton,"1,741",73,41,94,80,72,Non-Aboriginal Communities
1310005,Harvey,372,73,51,93,80,74,Non-Aboriginal Communities
1310006,McAdam,"1,600",72,36,95,73,69,Non-Aboriginal Communities
1310007,McAdam,123, , , , ,73,Non-Aboriginal Communities
1310008,North Lake,224, , , , ,62,Non-Aboriginal Communities
1310011,Canterbury,578,69,40,85,75,67,Non-Aboriginal Communities
1310012,Canterbury,422,73,42,92,81,72,Non-Aboriginal Communities
1310013,Meductic,248, , , , ,74,Non-Aboriginal Communities
1310014,Dumfries,398,79,33,98,75,71,Non-Aboriginal Communities
1310016,Prince William,869,70,34,93,79,69,Non-Aboriginal Communities
1310018,Kingsclear,"5,055",84,58,97,89,82,Non-Aboriginal Communities
1310019,Kingsclear 6, , , , , ,,First Nations Communities
1310021,Queensbury,"1,199",81,40,95,78,74,Non-Aboriginal Communities
1310024,Southampton,"1,829",74,38,93,79,71,Non-Aboriginal Communities
1310025,Millville,334,69,47,96,77,72,Non-Aboriginal Communities
1310026,Bright,"2,849",72,39,92,80,71,Non-Aboriginal Communities
1310028,Douglas,"5,237",74,40,93,83,73,Non-Aboriginal Communities
1310031,Saint Marys,"2,835",73,35,90,85,71,Non-Aboriginal Communities
1310032,Fredericton,"46,466",83,57,95,87,81,Non-Aboriginal Communities
1310034,Devon 30,550,45,27,78,56,51,First Nations Communities
1310035,Saint Mary's 24,0, , , , ,,First Nations Communities
1310036,Stanley,"1,993",66,32,88,67,63,Non-Aboriginal Communities
1310037,Stanley,429,73,42,87,96,74,Non-Aboriginal Communities
1310054,Nackawic,"1,224",84,56,98,86,81,Non-Aboriginal Communities
1311001,Richmond,"1,347",69,38,91,83,70,Non-Aboriginal Communities
1311004,Woodstock,"1,899",70,37,94,87,72,Non-Aboriginal Communities
1311005,Woodstock 23,167, , , , ,65,First Nations Communities
1311006,Woodstock,"4,631",78,46,94,83,75,Non-Aboriginal Communities
1311008,Northampton,"1,330",66,37,95,86,71,Non-Aboriginal Communities
1311011,Brighton,"1,885",59,29,87,75,63,Non-Aboriginal Communities
1311012,Hartland,890,75,47,96,85,76,Non-Aboriginal Communities
1311014,Wakefield,"2,665",71,44,97,84,74,Non-Aboriginal Communities
1311018,Wilmot,"1,142",69,33,89,86,69,Non-Aboriginal Communities
1311019,Centreville,529,74,38,86,84,70,Non-Aboriginal Communities
1311021,Simonds,631,70,35,94,88,72,Non-Aboriginal Communities
1311023,Florenceville,694,100,57,93,92,86,Non-Aboriginal Communities
1311024,Peel,"1,271",67,25,88,81,65,Non-Aboriginal Communities
1311026,Aberdeen,"1,165",64,30,86,81,65,Non-Aboriginal Communities
1311028,Kent,"2,475",71,34,89,83,69,Non-Aboriginal Communities
1311029,Bristol,724,77,44,92,88,75,Non-Aboriginal Communities
1311030,Bath,653,71,30,93,79,68,Non-Aboriginal Communities
1311031,Wicklow,"1,928",65,32,93,86,69,Non-Aboriginal Communities
1312001,Andover,"1,094",65,32,95,80,68,Non-Aboriginal Communities
1312002,Aroostook,409,64,39,87,68,64,Non-Aboriginal Communities
1312004,Perth,"1,311",67,33,91,82,68,Non-Aboriginal Communities
1312006,Perth-Andover,"1,877",70,48,92,84,73,Non-Aboriginal Communities
1312007,Tobique 20, , , , , ,,First Nations Communities
1312008,Gordon,"1,940",67,30,91,76,66,Non-Aboriginal Communities
1312009,Plaster Rock,"1,246",73,35,94,79,70,Non-Aboriginal Communities
1312011,Lorne,703,73,25,85,63,62,Non-Aboriginal Communities
1312014,Denmark,"1,808",63,25,90,70,62,Non-Aboriginal Communities
1312016,Grand Falls,"1,160",63,32,91,78,66,Non-Aboriginal Communities
1312019,Grand Falls (Grand-Sault),"6,083",70,39,94,81,71,Non-Aboriginal Communities
1312021,Drummond,"2,148",68,33,92,80,68,Non-Aboriginal Communities
1312023,Drummond,"1,007",68,37,93,83,70,Non-Aboriginal Communities
1313001,Saint-André,"1,905",66,34,91,76,67,Non-Aboriginal Communities
1313003,St. André,424,72,36,90,85,70,Non-Aboriginal Communities
1313004,Saint-Léonard,977,66,30,88,75,65,Non-Aboriginal Communities
1313006,St. Leonard,"1,545",64,33,94,76,67,Non-Aboriginal Communities
1313008,Notre-Dame-de-Lourdes,472,59,28,91,63,60,Non-Aboriginal Communities
1313011,Sainte-Anne,"1,168",63,20,83,63,57,Non-Aboriginal Communities
1313012,Sainte-Anne-de-Madawaska,"1,341",67,26,90,66,62,Non-Aboriginal Communities
1313014,Rivière-Verte,988,64,26,86,69,61,Non-Aboriginal Communities
1313015,Rivière-Verte,801,56,14,83,57,53,Non-Aboriginal Communities
1313018,Saint-Basile,694,60,33,91,81,66,Non-Aboriginal Communities
1313019,Saint-Basile,"3,332",78,46,94,83,75,Non-Aboriginal Communities
1313020,St. Basile 10,79, , , , ,65,First Nations Communities
1313022,Saint-Joseph,"1,692",66,28,96,72,66,Non-Aboriginal Communities
1313024,Saint-Jacques,"1,648",70,41,91,80,70,Non-Aboriginal Communities
1313026,Saint-Jacques,"2,505",73,44,96,81,73,Non-Aboriginal Communities
1313028,Madawaska,154, , , , ,75,Non-Aboriginal Communities
1313029,Edmundston,"10,835",77,43,94,78,73,Non-Aboriginal Communities
1313030,Verret,737,66,30,93,75,66,Non-Aboriginal Communities
1313032,Saint-Hilaire,529,73,45,92,82,73,Non-Aboriginal Communities
1313033,St. Hilaire,273, , , , ,70,Non-Aboriginal Communities
1313034,Baker Brook,306,73,34,86,73,66,Non-Aboriginal Communities
1313035,Baker Brook,649,68,42,91,80,70,Non-Aboriginal Communities
1313036,Lac-Baker,508,71,36,96,75,69,Non-Aboriginal Communities
1313037,Lac Baker,229, , , , ,69,Non-Aboriginal Communities
1313038,Clair,295,60,44,94,85,71,Non-Aboriginal Communities
1313039,Clair,903,72,27,95,79,68,Non-Aboriginal Communities
1313041,Saint-François,904,59,23,93,82,64,Non-Aboriginal Communities
1313042,Saint-François de Madawaska,661,64,27,92,71,63,Non-Aboriginal Communities
1314001,Durham,"2,345",61,19,86,64,58,Non-Aboriginal Communities
1314002,Jacquet River,872,62,24,91,69,62,Non-Aboriginal Communities
1314003,Colborne,328,65,31,93,72,65,Non-Aboriginal Communities
1314004,Charlo,"1,597",74,41,92,80,72,Non-Aboriginal Communities
1314005,Balmoral,748,62,22,92,74,63,Non-Aboriginal Communities
1314006,Balmoral,"1,949",70,30,93,77,68,Non-Aboriginal Communities
1314008,Dalhousie,"2,700",72,38,92,77,70,Non-Aboriginal Communities
1314010,Eel River 3,256,50,34,90,56,57,First Nations Communities
1314011,Eel River Crossing,"1,467",73,30,94,76,68,Non-Aboriginal Communities
1314012,Addington,"3,179",66,24,92,70,63,Non-Aboriginal Communities
1314013,Atholville,"1,474",75,35,89,76,69,Non-Aboriginal Communities
1314014,Campbellton,"8,699",76,38,94,77,71,Non-Aboriginal Communities
1314015,Tide Head,"1,156",82,48,96,86,78,Non-Aboriginal Communities
1314016,Eldon,"1,136",65,23,89,66,61,Non-Aboriginal Communities
1314017,Dalhousie,"4,775",75,35,95,77,71,Non-Aboriginal Communities
1314018,Grimmer,"1,149",65,23,90,70,62,Non-Aboriginal Communities
1314019,Kedgwick,"1,118",68,30,88,73,65,Non-Aboriginal Communities
1314021,Saint-Quentin,"1,543",67,27,91,71,64,Non-Aboriginal Communities
1314022,Saint-Quentin,"2,269",74,30,93,74,68,Non-Aboriginal Communities
1315001,Saumarez,"7,862",63,26,89,68,62,Non-Aboriginal Communities
1315002,Sheila,"1,368",71,38,93,75,69,Non-Aboriginal Communities
1315004,Tracadie,"2,619",75,42,91,80,72,Non-Aboriginal Communities
1315006,Allardville,"2,848",62,24,87,65,59,Non-Aboriginal Communities
1315008,Bathurst,"5,929",72,34,93,76,69,Non-Aboriginal Communities
1315010,Pabineau 11,79, , , , ,55,First Nations Communities
1315011,Bathurst,"14,409",76,41,93,78,72,Non-Aboriginal Communities
1315012,Beresford,"6,764",68,37,92,74,68,Non-Aboriginal Communities
1315013,Pointe-Verte,"1,193",60,24,92,77,63,Non-Aboriginal Communities
1315014,Petit Rocher,"1,988",71,38,96,77,70,Non-Aboriginal Communities
1315015,Beresford,"4,367",73,44,97,81,74,Non-Aboriginal Communities
1315016,New Bandon,"1,744",66,25,93,77,65,Non-Aboriginal Communities
1315017,Saint-Léolin,856,64,25,91,71,63,Non-Aboriginal Communities
1315019,Paquetville,"2,801",54,21,84,57,54,Non-Aboriginal Communities
1315020,Paquetville,688,68,28,93,76,66,Non-Aboriginal Communities
1315021,Saint-Isidore,"2,701",63,23,92,67,61,Non-Aboriginal Communities
1315024,Inkerman,"4,614",60,21,91,69,60,Non-Aboriginal Communities
1315026,Caraquet,"1,696",65,30,86,69,62,Non-Aboriginal Communities
1315027,Bas-Caraquet,"1,849",64,28,88,74,64,Non-Aboriginal Communities
1315028,Caraquet,"4,556",76,41,94,82,73,Non-Aboriginal Communities
1315029,Shippagan,"6,031",66,17,91,78,63,Non-Aboriginal Communities
1315030,Le Goulet,"1,087",65,16,84,85,62,Non-Aboriginal Communities
1315031,Shippagan,"2,760",73,37,92,80,70,Non-Aboriginal Communities
1315032,Lamèque,"1,687",73,38,93,86,73,Non-Aboriginal Communities
1315033,Sainte-Marie - Saint-Raphaël,"1,201",64,17,96,74,63,Non-Aboriginal Communities
1315034,Belledune,488,77,43,97,79,74,Non-Aboriginal Communities
1315036,Bertrand,"1,310",68,26,89,75,65,Non-Aboriginal Communities
1315037,Nigadoo,950,72,33,94,74,68,Non-Aboriginal Communities
1315038,Grande-Anse,981,70,28,95,75,67,Non-Aboriginal Communities
1315040,Maisonnette,675,69,30,94,77,68,Non-Aboriginal Communities
2401005,L'Ile-d'Entrée,176, , , , ,60,Non-Aboriginal Communities
2401010,L'Ile-du-Havre-Aubert,"2,536",66,23,90,73,63,Non-Aboriginal Communities
2401015,L'Étang-du-Nord,"3,044",78,38,89,80,71,Non-Aboriginal Communities
2401020,Cap-aux-Meules,"1,617",84,43,94,87,77,Non-Aboriginal Communities
2401025,Fatima,"3,106",71,28,90,75,66,Non-Aboriginal Communities
2401030,Havre-aux-Maisons,"2,224",74,37,92,82,71,Non-Aboriginal Communities
2401035,Grande-Entrée,719,72,15,95,81,66,Non-Aboriginal Communities
2401040,Grosse-Ile,569,70,16,93,87,66,Non-Aboriginal Communities
2402005,Percé,"4,028",64,20,86,62,58,Non-Aboriginal Communities
2402010,Sainte-Thérèse-de-Gaspé,"1,280",67,19,90,74,63,Non-Aboriginal Communities
2402015,Grande-Rivière,"3,979",64,25,91,67,62,Non-Aboriginal Communities
2402020,Saint-François-de-Pabos,765,59,22,84,66,58,Non-Aboriginal Communities
2402025,Pabos,"1,475",83,45,93,83,76,Non-Aboriginal Communities
2402030,Chandler,"3,382",77,38,92,78,71,Non-Aboriginal Communities
2402035,Pabos Mills,"1,557",73,27,90,67,64,Non-Aboriginal Communities
2402040,Newport,"2,158",71,22,90,74,64,Non-Aboriginal Communities
2402045,Sainte-Germaine-de-l'Anse-aux-Gascons,"1,285",66,19,89,67,60,Non-Aboriginal Communities
2402050,Port-Daniel,"1,804",59,23,90,61,58,Non-Aboriginal Communities
2402902,Mont-Alexandre,0, , , , ,,Non-Aboriginal Communities
2403005,Gaspé,"16,402",72,35,91,77,69,Non-Aboriginal Communities
2403010,Cloridorme,"1,166",63,22,88,60,58,Non-Aboriginal Communities
2403015,Petite-Vallée,226, , , , ,56,Non-Aboriginal Communities
2403020,Grande-Vallée,"1,420",63,24,92,59,59,Non-Aboriginal Communities
2403025,Murdochville,"1,689",79,42,95,80,74,Non-Aboriginal Communities
2403902,Rivière-Saint-Jean,0, , , , ,,Non-Aboriginal Communities
2403904,Collines-du-Basque,0, , , , ,,Non-Aboriginal Communities
2404005,Sainte-Madeleine-de-la-Rivière-Madeleine,544,67,24,89,54,58,Non-Aboriginal Communities
2404010,Saint-Maxime-du-Mont-Louis,"1,582",66,23,91,62,60,Non-Aboriginal Communities
2404015,Mont-Saint-Pierre,273,75,39,97,70,70,Non-Aboriginal Communities
2404020,Rivière-à-Claude,203, , , , ,54,Non-Aboriginal Communities
2404025,Marsoui,475,56,24,92,48,55,Non-Aboriginal Communities
2404030,La Martre,336,59,22,94,47,55,Non-Aboriginal Communities
2404035,Tourelle,"1,511",60,16,92,65,58,Non-Aboriginal Communities
2404040,Sainte-Anne-des-Monts,"5,652",70,33,95,71,67,Non-Aboriginal Communities
2404045,Cap-Chat,"2,926",63,29,91,69,63,Non-Aboriginal Communities
2404050,Capucins,290,65,30,89,49,58,Non-Aboriginal Communities
2404902,Mont-Albert,227, , , , ,43,Non-Aboriginal Communities
2404904,Coulée-des-Adolphe,0, , , , ,,Non-Aboriginal Communities
2405010,Shigawake,430,65,32,95,69,65,Non-Aboriginal Communities
2405015,Saint-Godefroi,565,66,26,91,68,63,Non-Aboriginal Communities
2405020,Hope Town,376,62,22,92,67,61,Non-Aboriginal Communities
2405025,Hope,857,71,35,89,74,67,Non-Aboriginal Communities
2405030,Paspébiac,"3,016",72,26,93,67,64,Non-Aboriginal Communities
2405035,Paspébiac-Ouest,736,74,38,96,74,71,Non-Aboriginal Communities
2405040,New Carlisle,"1,568",71,36,93,72,68,Non-Aboriginal Communities
2405045,Bonaventure,"2,844",75,42,95,77,72,Non-Aboriginal Communities
2405050,Saint-Elzéar,554,67,30,86,71,63,Non-Aboriginal Communities
2405055,Saint-Siméon,"1,288",70,33,96,77,69,Non-Aboriginal Communities
2405060,Caplan,"2,091",72,32,94,80,69,Non-Aboriginal Communities
2405065,Saint-Alphonse,869,63,28,98,75,66,Non-Aboriginal Communities
2405070,New Richmond,"4,012",74,36,93,78,70,Non-Aboriginal Communities
2405075,Grande-Cascapédia,270,80,34,96,86,74,Non-Aboriginal Communities
2405080,Saint-Jules,372,62,21,88,70,60,Non-Aboriginal Communities
2405902,Rivière-Bonaventure,0, , , , ,,Non-Aboriginal Communities
2406005,Maria,"2,491",77,46,94,86,76,Non-Aboriginal Communities
2406010,Carleton,"2,749",77,44,92,81,74,Non-Aboriginal Communities
2406015,Saint-Omer,"1,367",73,32,95,76,69,Non-Aboriginal Communities
2406020,Nouvelle,"2,111",68,30,94,71,66,Non-Aboriginal Communities
2406025,Escuminac,632,67,29,75,70,60,Non-Aboriginal Communities
2406030,Pointe-à-la-Croix,"1,755",63,27,91,65,62,Non-Aboriginal Communities
2406035,Ristigouche-Partie-Sud-Est,154, , , , ,56,Non-Aboriginal Communities
2406040,Saint-André-de-Restigouche,227, , , , ,56,Non-Aboriginal Communities
2406045,Matapédia,786,83,42,96,81,76,Non-Aboriginal Communities
2406050,Saint-Alexis-de-Matapédia,786,70,26,93,74,66,Non-Aboriginal Communities
2406055,Saint-François-d'Assise,883,66,17,97,67,62,Non-Aboriginal Communities
2406060,L'Ascension-de-Patapédia,303,59,22,91,55,57,Non-Aboriginal Communities
2406802,Gesgapegiag 2,327,49,18,81,56,51,First Nations Communities
2406804,Restigouche 1,920,53,33,74,48,52,First Nations Communities
2406902,Rivière-Nouvelle,0, , , , ,,Non-Aboriginal Communities
2406904,Ruisseau-Ferguson,3, , , , ,,Non-Aboriginal Communities
2407005,Sainte-Marguerite,260,60,15,85,38,49,Non-Aboriginal Communities
2407010,Sainte-Florence,557,64,19,97,44,56,Non-Aboriginal Communities
2407015,Causapscal,"2,160",70,34,92,66,65,Non-Aboriginal Communities
2407020,Saint-Jacques-le-Majeur-de-Causapscal,707,67,39,96,79,70,Non-Aboriginal Communities
2407025,Saint-Raphaël-d'Albertville,400,60,35,89,66,62,Non-Aboriginal Communities
2407030,Saint-Léon-le-Grand,"1,150",67,30,90,68,64,Non-Aboriginal Communities
2407035,Saint-Zénon-du-Lac-Humqui,496,63,31,87,63,61,Non-Aboriginal Communities
2407040,Sainte-Irène,363,62,29,93,71,64,Non-Aboriginal Communities
2407045,Amqui,"4,339",73,40,95,82,72,Non-Aboriginal Communities
2407050,Saint-Benoît-Joseph-Labre,"2,179",71,39,93,80,71,Non-Aboriginal Communities
